symbol,name,industry,series,isin,exchange,trading_symbol,scrip_code,search_aliases,enabled
BSE:890234,Vertex Securities Ltd,BSE Equity,XT,IN9316D01014,BSE,VERTEXPP,890234,890234 VERTEXPP IN9316D01014 Vertex Securities Ltd,true
BSE:890238,GS Auto International Ltd,BSE Equity,X,IN9736H01014,BSE,GSAILPP,890238,890238 GSAILPP IN9736H01014 GS Auto International Ltd,true
BSHSL,Bombay Super Hybrid Seeds Limited,NSE Equity,BE,INE032Z01020,NSE,BSHSL,,BSHSL INE032Z01020 544757 BSHSL Bombay Super Hybrid Seeds Ltd,true
BSL,BSL Limited,NSE Equity,EQ,INE594B01012,NSE,BSL,,BSL INE594B01012 514045 BSL BSL Ltd,true
BSOFT,BIRLASOFT LIMITED,Information Technology,EQ,INE836A01035,NSE,BSOFT,,BSOFT INE836A01035 532400 BSOFT Birlasoft Ltd,true
BTML,Bodhi Tree Multimedia Limited,NSE Equity,EQ,INE0EEJ01023,NSE,BTML,,BTML INE0EEJ01023 543767 BTML Bodhi Tree Multimedia Ltd,true
BTTL,Bhilwara Technical Textiles Limited,NSE Equity,BE,INE274K01012,NSE,BTTL,,BTTL INE274K01012 533108 BTTL Bhilwara Technical Textiles Ltd,true
BUILDPRO,Shankara Buildpro Limited,NSE Equity,EQ,INE24OJ01011,NSE,BUILDPRO,,BUILDPRO INE24OJ01011 544517 BUILDPRO Shankara Buildpro Ltd,true
BUTTERFLY,Butterfly Gandhimathi Appliances Limited,NSE Equity,EQ,INE295F01017,NSE,BUTTERFLY,,BUTTERFLY INE295F01017 517421 BUTTERFLY Butterfly Gandhimathi Appliances Ltd,true
BVCL,Barak Valley Cements Limited,NSE Equity,EQ,INE139I01011,NSE,BVCL,,BVCL INE139I01011 532916 BVCL Barak Valley Cements Ltd,true
BYKE,The Byke Hospitality Ltd,NSE Equity,BE,INE319B01014,NSE,BYKE,,BYKE INE319B01014 531373 BYKE The Byke Hospitality Ltd,true
CALSOFT,California Software Company Limited,NSE Equity,BE,INE526B01014,NSE,CALSOFT,,CALSOFT INE526B01014 532386 CALSOFT California Software Company Ltd,true
CAMLINFINE,Camlin Fine Sciences Limited,NSE Equity,EQ,INE052I01032,NSE,CAMLINFINE,,CAMLINFINE INE052I01032 532834 CAMLINFINE Camlin Fine Sciences Ltd,true
CAMPUS,Campus Activewear Limited,NSE Equity,EQ,INE278Y01022,NSE,CAMPUS,,CAMPUS INE278Y01022 543523 CAMPUS Campus Activewear Ltd,true
CAMS,Computer Age Management Services Limited,Financial Services,EQ,INE596I01020,NSE,CAMS,,CAMS INE596I01020 543232 CAMS Computer Age Management Services Ltd,true
CANBK,Canara Bank,Financial Services,EQ,INE476A01022,NSE,CANBK,,CANBK INE476A01022 532483 CANBK Canara Bank,true
CANFINHOME,Can Fin Homes Limited,Financial Services,EQ,INE477A01020,NSE,CANFINHOME,,CANFINHOME INE477A01020 511196 CANFINHOME Can Fin Homes Ltd,true
CANHLIFE,Canara HSBC Life Insurance Company Limited,Financial Services,EQ,INE01TY01017,NSE,CANHLIFE,,CANHLIFE INE01TY01017 544583 CANHLIFE Canara HSBC Life Insurance Company Ltd,true
CANTABIL,Cantabil Retail India Limited,NSE Equity,EQ,INE068L01024,NSE,CANTABIL,,CANTABIL INE068L01024 533267 CANTABIL Cantabil Retail India Ltd,true
CAPACITE,Capacit'e Infraprojects Limited,NSE Equity,EQ,INE264T01014,NSE,CAPACITE,,CAPACITE INE264T01014 540710 CAPACITE Capacite Infraprojects Ltd,true
CAPILLARY,Capillary Technologies India Limited,NSE Equity,EQ,INE0ILV01024,NSE,CAPILLARY,,CAPILLARY INE0ILV01024 544614 CAPILLARY Capillary Technologies India Ltd,true
CAPITALSFB,Capital Small Finance Bank Limited,NSE Equity,EQ,INE646H01017,NSE,CAPITALSFB,,CAPITALSFB INE646H01017 544120 CAPITALSFB Capital Small Finance Bank Ltd,true
CAPLIPOINT,Caplin Point Laboratories Limited,Healthcare,EQ,INE475E01026,NSE,CAPLIPOINT,,CAPLIPOINT INE475E01026 524742 CAPLIPOINT Caplin Point Laboratories Ltd,true
CAPTRUST,Capital Trust Limited,NSE Equity,EQ,INE707C01018,NSE,CAPTRUST,,CAPTRUST INE707C01018 511505 CAPTRUST Capital Trust Ltd,true
CARBORUNIV,Carborundum Universal Limited,Capital Goods,EQ,INE120A01034,NSE,CARBORUNIV,,CARBORUNIV INE120A01034 513375 CARBORUNIV Carborundum Universal Ltd,true
CARERATING,CARE Ratings Limited,NSE Equity,EQ,INE752H01013,NSE,CARERATING,,CARERATING INE752H01013 534804 CARERATING CARE Ratings Ltd,true
CARRARO,Carraro India Limited,NSE Equity,EQ,INE0V7W01012,NSE,CARRARO,,CARRARO INE0V7W01012 544320 CARRARO Carraro India Ltd,true
CARTRADE,Cartrade Tech Limited,Consumer Services,EQ,INE290S01011,NSE,CARTRADE,,CARTRADE INE290S01011 543333 CARTRADE CarTrade Tech Ltd,true
CARYSIL,CARYSIL LIMITED,NSE Equity,EQ,INE482D01024,NSE,CARYSIL,,CARYSIL INE482D01024 524091 CARYSIL Carysil Ltd,true
CASTROLIND,Castrol India Limited,Oil Gas & Consumable Fuels,EQ,INE172A01027,NSE,CASTROLIND,,CASTROLIND INE172A01027 500870 CASTROLIND Castrol India Ltd,true
CCAVENUE,AvenuesAI Limited,NSE Equity,EQ,INE483S01020,NSE,CCAVENUE,,CCAVENUE INE483S01020 539807 CCAVENUE AvenuesAI Ltd,true
CCCL,Consolidated Construction Consortium Limited,NSE Equity,EQ,INE429I01024,NSE,CCCL,,CCCL INE429I01024 532902 CCCL Consolidated Construction Consortium Ltd,true
CCHHL,Country Club Hospitality & Holidays Limited,NSE Equity,EQ,INE652F01027,NSE,CCHHL,,CCHHL INE652F01027 526550 CCHHL Country Club Hospitality & Holidays Ltd,true
CCL,CCL Products (India) Limited,Fast Moving Consumer Goods,EQ,INE421D01022,NSE,CCL,,CCL INE421D01022 519600 CCL CCL Products (India) Ltd,true
CDSL,Central Depository Services (India) Limited,Financial Services,EQ,INE736A01011,NSE,CDSL,,CDSL INE736A01011,true
CEATLTD,CEAT Limited,Automobile and Auto Components,EQ,INE482A01020,NSE,CEATLTD,,CEATLTD INE482A01020 500878 CEATLTD Ceat Ltd,true
CEIGALL,Ceigall India Limited,NSE Equity,EQ,INE0AG901020,NSE,CEIGALL,,CEIGALL INE0AG901020 544223 CEIGALL Ceigall India Ltd,true
CEINSYS,Ceinsys Tech Limited,NSE Equity,EQ,INE016Q01014,NSE,CEINSYS,,CEINSYS INE016Q01014 538734 CEINSYS Ceinsys Tech Ltd,true
CELEBRITY,Celebrity Fashions Limited,NSE Equity,EQ,INE185H01016,NSE,CELEBRITY,,CELEBRITY INE185H01016 532695 CELEBRITY Celebrity Fashions Ltd,true
CELLO,Cello World Limited,NSE Equity,EQ,INE0LMW01024,NSE,CELLO,,CELLO INE0LMW01024 544012 CELLO Cello World Ltd,true
CEMPRO,Cemindia Projects Limited,Construction,EQ,INE686A01026,NSE,CEMPRO,,CEMPRO INE686A01026 509496 CEMPRO Cemindia Projects Ltd,true
CENTENKA,Century Enka Limited,NSE Equity,EQ,INE485A01015,NSE,CENTENKA,,CENTENKA INE485A01015 500280 CENTENKA Century Enka Ltd,true
CENTEXT,Century Extrusions Limited,NSE Equity,EQ,INE281A01026,NSE,CENTEXT,,CENTEXT INE281A01026 500083 CENTEXT Century Extrusions Ltd,true
CENTRALBK,Central Bank of India,Financial Services,EQ,INE483A01010,NSE,CENTRALBK,,CENTRALBK INE483A01010 532885 CENTRALBK Central Bank of India,true
CENTRUM,Centrum Capital Limited,NSE Equity,EQ,INE660C01027,NSE,CENTRUM,,CENTRUM INE660C01027 501150 CENTRUM Centrum Capital Ltd,true
CENTUM,Centum Electronics Limited,NSE Equity,EQ,INE320B01020,NSE,CENTUM,,CENTUM INE320B01020 517544 CENTUM Centum Electronics Ltd,true
CENTURYPLY,Century Plyboards (India) Limited,NSE Equity,EQ,INE348B01021,NSE,CENTURYPLY,,CENTURYPLY INE348B01021 532548 CENTURYPLY Century Plyboards (India) Ltd,true
CERA,Cera Sanitaryware Limited,NSE Equity,EQ,INE739E01017,NSE,CERA,,CERA INE739E01017 532443 CERA Cera Sanitaryware Ltd,true
CEREBRAINT,Cerebra Integrated Technologies Limited,NSE Equity,BZ,INE345B01019,NSE,CEREBRAINT,,CEREBRAINT INE345B01019 532413 CEREBRAINT Cerebra Integrated Technologies Ltd,true
CESC,CESC Limited,Power,EQ,INE486A01021,NSE,CESC,,CESC INE486A01021 500084 CESC CESC Ltd,true
CEWATER,Concord Enviro Systems Limited,NSE Equity,EQ,INE037Z01029,NSE,CEWATER,,CEWATER INE037Z01029 544315 CEWATER Concord Enviro Systems Ltd,true
CGCL,Capri Global Capital Limited,Financial Services,EQ,INE180C01042,NSE,CGCL,,CGCL INE180C01042 531595 CGCL Capri Global Capital Ltd,true
CGPOWER,CG Power and Industrial Solutions Limited,Capital Goods,EQ,INE067A01029,NSE,CGPOWER,,CGPOWER INE067A01029 500093 CGPOWER CG Power and Industrial Solutions Ltd,true
CHALET,Chalet Hotels Limited,Consumer Services,EQ,INE427F01016,NSE,CHALET,,CHALET INE427F01016 542399 CHALET Chalet Hotels Ltd,true
CHAMBLFERT,Chambal Fertilizers & Chemicals Limited,Chemicals,EQ,INE085A01013,NSE,CHAMBLFERT,,CHAMBLFERT INE085A01013 500085 CHAMBLFERT Chambal Fertilisers & Chemicals Ltd,true
CHEMBOND,Chembond Material Technologies Limited,NSE Equity,BE,INE995D01025,NSE,CHEMBOND,,CHEMBOND INE995D01025 530871 CHEMBOND Chembond Material Technologies Ltd,true
CHEMBONDCH,Chembond Chemicals Limited,NSE Equity,BE,INE0TGX01019,NSE,CHEMBONDCH,,CHEMBONDCH INE0TGX01019 544450 CHEMBONDCH Chembond Chemicals Ltd,true
CHEMCON,Chemcon Speciality Chemicals Limited,NSE Equity,BE,INE03YM01018,NSE,CHEMCON,,CHEMCON INE03YM01018 543233 CHEMCON Chemcon Speciality Chemicals Ltd,true
CHEMFAB,Chemfab Alkalis Limited,NSE Equity,BE,INE783X01023,NSE,CHEMFAB,,CHEMFAB INE783X01023 541269 CHEMFAB Chemfab Alkalis Ltd,true
CHEMPLASTS,Chemplast Sanmar Limited,NSE Equity,EQ,INE488A01050,NSE,CHEMPLASTS,,CHEMPLASTS INE488A01050 543336 CHEMPLASTS Chemplast Sanmar Ltd,true
CHENNPETRO,Chennai Petroleum Corporation Limited,Oil Gas & Consumable Fuels,EQ,INE178A01016,NSE,CHENNPETRO,,CHENNPETRO INE178A01016 500110 CHENNPETRO Chennai Petroleum Corporation Ltd,true
CHEVIOT,Cheviot Company Limited,NSE Equity,EQ,INE974B01016,NSE,CHEVIOT,,CHEVIOT INE974B01016 526817 CHEVIOT Cheviot Company Ltd,true
CHOICEIN,Choice International Limited,Financial Services,EQ,INE102B01014,NSE,CHOICEIN,,CHOICEIN INE102B01014 531358 CHOICEIN Choice International Ltd,true
CHOLAFIN,Cholamandalam Investment and Finance Company Limited,Financial Services,EQ,INE121A01024,NSE,CHOLAFIN,,CHOLAFIN INE121A01024 511243 CHOLAFIN Cholamandalam Investment and Finance Company Ltd,true
CHOLAHLDNG,Cholamandalam Financial Holdings Limited,Financial Services,EQ,INE149A01033,NSE,CHOLAHLDNG,,CHOLAHLDNG INE149A01033 504973 CHOLAHLDNG Cholamandalam Financial Holdings Ltd,true
CIEINDIA,CIE Automotive India Limited,Automobile and Auto Components,EQ,INE536H01010,NSE,CIEINDIA,,CIEINDIA INE536H01010 532756 CIEINDIA CIE Automotive India Ltd,true
CIFL,Capital India Finance Limited,NSE Equity,EQ,INE345H01024,NSE,CIFL,,CIFL INE345H01024 530879 CIFL Capital India Finance Ltd,true
CINELINE,Cineline India Limited,NSE Equity,EQ,INE704H01022,NSE,CINELINE,,CINELINE INE704H01022 532807 CINELINE Cineline India Ltd,true
CINEVISTA,Cinevista Limited,NSE Equity,EQ,INE039B01026,NSE,CINEVISTA,,CINEVISTA INE039B01026 532324 CINEVISTA Cinevista Ltd,true
CIPLA,Cipla Limited,Healthcare,EQ,INE059A01026,NSE,CIPLA,,CIPLA INE059A01026 500087 CIPLA Cipla Ltd,true
CLEAN,Clean Science and Technology Limited,Chemicals,EQ,INE227W01023,NSE,CLEAN,,CLEAN INE227W01023 543318 CLEAN Clean Science and Technology Ltd,true
CLEANMAX,Clean Max Enviro Energy Solutions Limited,NSE Equity,EQ,INE647U01026,NSE,CLEANMAX,,CLEANMAX INE647U01026 544717 CLEANMAX Clean Max Enviro Energy Solutions Ltd,true
CLEDUCATE,CL Educate Limited,NSE Equity,BE,INE201M01029,NSE,CLEDUCATE,,CLEDUCATE INE201M01029 540403 CLEDUCATE CL Educate Ltd,true
CLSEL,Chaman Lal Setia Exports Limited,NSE Equity,EQ,INE419D01026,NSE,CLSEL,,CLSEL INE419D01026 530307 CLSEL Chaman Lal Setia Exports Ltd,true
CMLL,Caliber Mining and Logistics Limited,NSE Equity,EQ,INE11XY01018,NSE,CMLL,,CMLL INE11XY01018 544833 CMLL Caliber Mining And Logistics Ltd,true
CMPDI,Central Mine Planning & Design Institute Limited,NSE Equity,EQ,INE05HV01027,NSE,CMPDI,,CMPDI INE05HV01027 544739 CMPDI Central Mine Planning & Design Institute Ltd,true
CMRGREEN,CMR Green Technologies Limited,NSE Equity,EQ,INE00WV01027,NSE,CMRGREEN,,CMRGREEN INE00WV01027 544777 CMRGREEN CMR Green Technologies Ltd,true
CMSINFO,CMS Info Systems Limited,NSE Equity,EQ,INE925R01014,NSE,CMSINFO,,CMSINFO INE925R01014 543441 CMSINFO CMS Info Systems Ltd,true
CNL,Creative Newtech Limited,NSE Equity,EQ,INE985W01018,NSE,CNL,,CNL INE985W01018 544631 CNL Creative Newtech Ltd,true
COALINDIA,Coal India Limited,Oil Gas & Consumable Fuels,EQ,INE522F01014,NSE,COALINDIA,,COALINDIA INE522F01014 533278 COALINDIA Coal India Ltd,true
COASTCORP,Coastal Corporation Limited,NSE Equity,EQ,INE377E01024,NSE,COASTCORP,,COASTCORP INE377E01024 501831 COASTCORP Coastal Corporation Ltd,true
COCHINSHIP,Cochin Shipyard Limited,Capital Goods,EQ,INE704P01025,NSE,COCHINSHIP,,COCHINSHIP INE704P01025 540678 COCHINSHIP Cochin Shipyard Ltd,true
COCKERILL,John Cockerill India Limited,NSE Equity,EQ,INE515A01019,NSE,COCKERILL,,COCKERILL INE515A01019 500147 COCKERILL John Cockerill India Ltd,true
COFFEEDAY,Coffee Day Enterprises Limited,NSE Equity,BE,INE335K01011,NSE,COFFEEDAY,,COFFEEDAY INE335K01011 539436 COFFEEDAY Coffee Day Enterprises Ltd,true
COFORGE,Coforge Limited,Information Technology,EQ,INE591G01025,NSE,COFORGE,,COFORGE INE591G01025 532541 COFORGE Coforge Ltd,true
COHANCE,Cohance Lifesciences Limited,Healthcare,EQ,INE03QK01018,NSE,COHANCE,,COHANCE INE03QK01018 543064 COHANCE Cohance Lifesciences Ltd,true
COLPAL,Colgate Palmolive (India) Limited,Fast Moving Consumer Goods,EQ,INE259A01022,NSE,COLPAL,,COLPAL INE259A01022 500830 COLPAL Colgate Palmolive (India) Ltd,true
COMFINTE,Comfort Intech Limited,NSE Equity,EQ,INE819A01049,NSE,COMFINTE,,COMFINTE INE819A01049 531216 COMFINTE Comfort Intech Ltd,true
COMPINFO,Compuage Infocom Limited,NSE Equity,BZ,INE070C01037,NSE,COMPINFO,,COMPINFO INE070C01037 532456 COMPINFO Compuage Infocom Ltd,true
COMPUSOFT,Compucom Software Limited,NSE Equity,EQ,INE453B01029,NSE,COMPUSOFT,,COMPUSOFT INE453B01029 532339 COMPUSOFT Compucom Software Ltd,true
COMSYN,Commercial Syn Bags Limited,NSE Equity,EQ,INE073V01015,NSE,COMSYN,,COMSYN INE073V01015 539986 COMSYN Commercial Syn Bags Ltd,true
CONCOR,Container Corporation of India Limited,Services,EQ,INE111A01025,NSE,CONCOR,,CONCOR INE111A01025 531344 CONCOR Container Corporation of India Ltd,true
CONCORDBIO,Concord Biotech Limited,Healthcare,EQ,INE338H01029,NSE,CONCORDBIO,,CONCORDBIO INE338H01029 543960 CONCORDBIO Concord Biotech Ltd,true
CONFIPET,Confidence Petroleum India Limited,NSE Equity,EQ,INE552D01024,NSE,CONFIPET,,CONFIPET INE552D01024 526829 CONFIPET Confidence Petroleum India Ltd,true
CONSOFINVT,Consolidated Finvest & Holdings Limited,NSE Equity,BE,INE025A01027,NSE,CONSOFINVT,,CONSOFINVT INE025A01027,true
CONTROLPR,Control Print Limited,NSE Equity,EQ,INE663B01015,NSE,CONTROLPR,,CONTROLPR INE663B01015 522295 CONTROLPR Control Print Ltd,true
CORALFINAC,Coral India Finance & Housing Limited,NSE Equity,EQ,INE558D01021,NSE,CORALFINAC,,CORALFINAC INE558D01021 531556 CORALFINAC Coral India Finance & Housing Ltd,true
CORDELIA,Waterways Leisure Tourism Limited,NSE Equity,EQ,INE0LZF01013,NSE,CORDELIA,,CORDELIA INE0LZF01013 544802 CORDELIA Waterways Leisure Tourism Ltd,true
CORDSCABLE,Cords Cable Industries Limited,NSE Equity,BE,INE792I01017,NSE,CORDSCABLE,,CORDSCABLE INE792I01017 532941 CORDSCABLE Cords Cable Industries Ltd,true
COROMANDEL,Coromandel International Limited,Chemicals,EQ,INE169A01031,NSE,COROMANDEL,,COROMANDEL INE169A01031 506395 COROMANDEL Coromandel International Ltd,true
CORONA,CORONA Remedies Limited,NSE Equity,EQ,INE02ZQ01018,NSE,CORONA,,CORONA INE02ZQ01018 544644 CORONA Corona Remedies Ltd,true
COSMOFIRST,COSMO FIRST LIMITED,NSE Equity,EQ,INE757A01017,NSE,COSMOFIRST,,COSMOFIRST INE757A01017 508814 COSMOFIRST Cosmo First Ltd,true
COUNCODOS,Country Condo's Limited,NSE Equity,EQ,INE695B01025,NSE,COUNCODOS,,COUNCODOS INE695B01025 531624 COUNCODOS Country Condos Ltd,true
CPCAP,CP Capital Limited,NSE Equity,BE,INE521J01018,NSE,CPCAP,,CPCAP INE521J01018 533260 CPCAP CP Capital Ltd,true
CPEDU,Career Point Edutech Limited,NSE Equity,EQ,INE0P6P01016,NSE,CPEDU,,CPEDU INE0P6P01016 544499 CPEDU Career Point Edutech Ltd,true
CPL,Captain Polyplast Limited,NSE Equity,EQ,INE536P01021,NSE,CPL,,CPL INE536P01021 536974 CPL Captain Polyplast Ltd,true
CPPLUS,Aditya Infotech Limited,Capital Goods,EQ,INE819V01029,NSE,CPPLUS,,CPPLUS INE819V01029 544466 CPPLUS Aditya Infotech Ltd,true
CRAFTSMAN,Craftsman Automation Limited,Automobile and Auto Components,EQ,INE00LO01017,NSE,CRAFTSMAN,,CRAFTSMAN INE00LO01017 543276 CRAFTSMAN Craftsman Automation Ltd,true
CRAMC,Canara Robeco Asset Management Company Limited,NSE Equity,EQ,INE218I01013,NSE,CRAMC,,CRAMC INE218I01013 544580 CRAMC Canara Robeco Asset Management Company Ltd,true
CREATIVEYE,Creative Eye Limited,NSE Equity,EQ,INE230B01021,NSE,CREATIVEYE,,CREATIVEYE INE230B01021 532392 CREATIVEYE Creative Eye Ltd,true
CREDITACC,CREDITACCESS GRAMEEN LIMITED,Financial Services,EQ,INE741K01010,NSE,CREDITACC,,CREDITACC INE741K01010 541770 CREDITACC CreditAccess Grameen Ltd,true
CREST,Crest Ventures Limited,NSE Equity,EQ,INE559D01011,NSE,CREST,,CREST INE559D01011 511413 CREST Crest Ventures Ltd,true
CRISIL,Crisil Limited,Financial Services,EQ,INE007A01025,NSE,CRISIL,,CRISIL INE007A01025 500092 CRISIL Crisil Ltd,true
CRIZAC,Crizac Limited,NSE Equity,EQ,INE0S4R01014,NSE,CRIZAC,,CRIZAC INE0S4R01014 544439 CRIZAC Crizac Ltd,true
CROMPTON,Crompton Greaves Consumer Electricals Limited,Consumer Durables,EQ,INE299U01018,NSE,CROMPTON,,CROMPTON INE299U01018 539876 CROMPTON Crompton Greaves Consumer Electricals Ltd,true
CROWN,Crown Lifters Limited,NSE Equity,EQ,INE491V01019,NSE,CROWN,,CROWN INE491V01019,true
CSBBANK,CSB Bank Limited,NSE Equity,EQ,INE679A01013,NSE,CSBBANK,,CSBBANK INE679A01013 542867 CSBBANK CSB Bank Ltd,true
CSLFINANCE,CSL Finance Limited,NSE Equity,EQ,INE718F01018,NSE,CSLFINANCE,,CSLFINANCE INE718F01018 530067 CSLFINANCE CSL Finance Ltd,true
CSM,CSM Technologies Limited,NSE Equity,EQ,INE0ZK601013,NSE,CSM,,CSM INE0ZK601013 544806 CSM CSM Technologies Ltd,true
CTE,Cambridge Technology Enterprises Limited,NSE Equity,EQ,INE627H01017,NSE,CTE,,CTE INE627H01017 532801 CTE Cambridge Technology Enterprises Ltd,true
CUB,City Union Bank Limited,Financial Services,EQ,INE491A01021,NSE,CUB,,CUB INE491A01021 532210 CUB City Union Bank Ltd,true
CUBEXTUB,Cubex Tubings Limited,NSE Equity,EQ,INE144D01012,NSE,CUBEXTUB,,CUBEXTUB INE144D01012 526027 CUBEXTUB Cubex Tubings Ltd,true
CUMMINSIND,Cummins India Limited,Capital Goods,EQ,INE298A01020,NSE,CUMMINSIND,,CUMMINSIND INE298A01020 500480 CUMMINSIND Cummins India Ltd,true
CUPID,Cupid Limited,NSE Equity,EQ,INE509F01029,NSE,CUPID,,CUPID INE509F01029 530843 CUPID Cupid Ltd,true
CURAA,Cura Technologies Limited,NSE Equity,EQ,INE117B01020,NSE,CURAA,,CURAA INE117B01020 532332 CURAA Cura Technologies Ltd,true
CYBERMEDIA,Cyber Media (India) Limited,NSE Equity,BE,INE278G01037,NSE,CYBERMEDIA,,CYBERMEDIA INE278G01037 532640 CYBERMEDIA Cyber Media India Ltd,true
CYBERTECH,Cybertech Systems And Software Limited,NSE Equity,BE,INE214A01019,NSE,CYBERTECH,,CYBERTECH INE214A01019 532173 CYBERTECH CyberTech Systems and Software Ltd,true
CYIENT,Cyient Limited,Information Technology,EQ,INE136B01020,NSE,CYIENT,,CYIENT INE136B01020 532175 CYIENT Cyient Ltd,true
CYIENTDLM,Cyient DLM Limited,NSE Equity,EQ,INE055S01018,NSE,CYIENTDLM,,CYIENTDLM INE055S01018 543933 CYIENTDLM Cyient DLM Ltd,true
DABUR,Dabur India Limited,Fast Moving Consumer Goods,EQ,INE016A01026,NSE,DABUR,,DABUR INE016A01026 500096 DABUR Dabur India Ltd,true
DAICHI,Dai-Ichi Karkaria Limited,NSE Equity,BE,INE928C01010,NSE,DAICHI,,DAICHI INE928C01010 526821 DAICHI Dai-Ichi Karkaria Ltd,true
DALBHARAT,Dalmia Bharat Limited,Construction Materials,EQ,INE00R701025,NSE,DALBHARAT,,DALBHARAT INE00R701025 542216 DALBHARAT Dalmia Bharat Ltd,true
DALMIASUG,Dalmia Bharat Sugar and Industries Limited,NSE Equity,EQ,INE495A01022,NSE,DALMIASUG,,DALMIASUG INE495A01022 500097 DALMIASUG Dalmia Bharat Sugar and Industries Ltd,true
DAMCAPITAL,Dam Capital Advisors Limited,NSE Equity,EQ,INE284H01025,NSE,DAMCAPITAL,,DAMCAPITAL INE284H01025 544316 DAMCAPITAL DAM Capital Advisors Ltd,true
DAMODARIND,Damodar Industries Limited,NSE Equity,BE,INE497D01022,NSE,DAMODARIND,,DAMODARIND INE497D01022 521220 DAMODARIND Damodar Industries Ltd,true
DANGEE,Dangee Dums Limited,NSE Equity,EQ,INE688Y01022,NSE,DANGEE,,DANGEE INE688Y01022,true
DATAMATICS,Datamatics Global Services Limited,NSE Equity,EQ,INE365B01017,NSE,DATAMATICS,,DATAMATICS INE365B01017 532528 DATAMATICS Datamatics Global Services Ltd,true
DATAPATTNS,Data Patterns (India) Limited,Capital Goods,EQ,INE0IX101010,NSE,DATAPATTNS,,DATAPATTNS INE0IX101010 543428 DATAPATTNS Data Patterns (India) Ltd,true
DAVANGERE,Davangere Sugar Company Limited,NSE Equity,EQ,INE179G01029,NSE,DAVANGERE,,DAVANGERE INE179G01029 543267 DAVANGERE Davangere Sugar Company Ltd,true
DBCORP,D.B.Corp Limited,NSE Equity,EQ,INE950I01011,NSE,DBCORP,,DBCORP INE950I01011 533151 DBCORP D. B. Corp Ltd,true
DBEIL,Deepak Builders & Engineers India Limited,NSE Equity,BE,INE0OPA01027,NSE,DBEIL,,DBEIL INE0OPA01027 544276 DBEIL Deepak Builders and Engineers India Ltd,true
DBL,Dilip Buildcon Limited,NSE Equity,EQ,INE917M01012,NSE,DBL,,DBL INE917M01012 540047 DBL Dilip Buildcon Ltd,true
DBOL,Dhampur Bio Organics Limited,NSE Equity,EQ,INE0I3401014,NSE,DBOL,,DBOL INE0I3401014 543593 DBOL Dhampur Bio Organics Ltd,true
DBREALTY,Valor Estate Limited,NSE Equity,BE,INE879I01012,NSE,DBREALTY,,DBREALTY INE879I01012 533160 DBREALTY Valor Estate Ltd,true
DBSTOCKBRO,DB (International) Stock Brokers Limited,NSE Equity,BE,INE921B01025,NSE,DBSTOCKBRO,,DBSTOCKBRO INE921B01025 530393 DBSTOCKBRO DB International Stock Brokers Ltd,true
DCAL,Dishman Carbogen Amcis Limited,NSE Equity,EQ,INE385W01011,NSE,DCAL,,DCAL INE385W01011 540701 DCAL Dishman Carbogen Amcis Ltd,true
DCBBANK,DCB Bank Limited,NSE Equity,EQ,INE503A01015,NSE,DCBBANK,,DCBBANK INE503A01015 532772 DCBBANK DCB Bank Ltd,true
DCI,Dc Infotech And Communication Limited,NSE Equity,EQ,INE0A1101019,NSE,DCI,,DCI INE0A1101019 543636 DCI Dc Infotech and Communication Ltd,true
DCM,DCM  Limited,NSE Equity,BE,INE498A01018,NSE,DCM,,DCM INE498A01018 502820 DCM DCM Ltd,true
DCMFINSERV,DCM Financial Services Limited,NSE Equity,BE,INE891B01012,NSE,DCMFINSERV,,DCMFINSERV INE891B01012 511611 DCMFINSERV DCM Financial Services Ltd,true
DCMNVL,DCM Nouvelle Limited,NSE Equity,BE,INE08KP01019,NSE,DCMNVL,,DCMNVL INE08KP01019 542729 DCMNVL DCM Nouvelle Ltd,true
DCMSHRIRAM,DCM Shriram Limited,Diversified,EQ,INE499A01024,NSE,DCMSHRIRAM,,DCMSHRIRAM INE499A01024 523367 DCMSHRIRAM DCM Shriram Ltd,true
DCMSIL,DCM Shriram International Limited,NSE Equity,BE,INE0OU201013,NSE,DCMSIL,,DCMSIL INE0OU201013 544702 DCMSIL DCM Shriram International Ltd,true
DCMSRIND,DCM Shriram Industries Limited,NSE Equity,EQ,INE843D01027,NSE,DCMSRIND,,DCMSRIND INE843D01027 523369 DCMSRIND DCM Shriram Industries Ltd,true
DCW,DCW Limited,NSE Equity,EQ,INE500A01029,NSE,DCW,,DCW INE500A01029 500117 DCW DCW Ltd,true
DCXINDIA,DCX Systems Limited,NSE Equity,EQ,INE0KL801015,NSE,DCXINDIA,,DCXINDIA INE0KL801015 543650 DCXINDIA DCX Systems Ltd,true
DDEVPLSTIK,Ddev Plastiks Industries Limited,NSE Equity,EQ,INE0HR601026,NSE,DDEVPLSTIK,,DDEVPLSTIK INE0HR601026 543547 DDEVPLSTIK Ddev Plastiks Industries Ltd,true
DECCANCE,Deccan Cements Limited,NSE Equity,EQ,INE583C01021,NSE,DECCANCE,,DECCANCE INE583C01021 502137 DECCANCE Deccan Cements Ltd,true
DECNGOLD,Deccan Gold Mines Limited,NSE Equity,EQ,INE945F01025,NSE,DECNGOLD,,DECNGOLD INE945F01025 512068 DECNGOLD Deccan Gold Mines Ltd,true
